capacity_regime,geometry,budget,metric,coupling_metric,spearman_rho,p_value
equal_per_property,wells,10,ssim_so,property_rank1_energy,-0.06666666666666665,0.8548130882487427
equal_per_property,wells,10,rmse_p,anomaly_pearson,-0.12727272727272726,0.7260570147627894
equal_per_property,wells,10,rmse_p,temporal_spatial_mean_pearson,-0.06666666666666665,0.8548130882487427
equal_per_property,wells,10,rmse_p,subspace_cosine_mean_16,0.05454545454545454,0.8810361811618524
equal_per_property,wells,10,rmse_p,property_rank1_energy,-0.12727272727272726,0.7260570147627894
equal_per_property,wells,10,rmse_so,anomaly_pearson,0.3696969696969697,0.29305007529282234
equal_per_property,wells,10,rmse_so,temporal_spatial_mean_pearson,0.4666666666666666,0.17393859716506654
equal_per_property,wells,10,rmse_so,subspace_cosine_mean_16,0.16363636363636364,0.6514773427962428
equal_per_property,wells,10,rmse_so,property_rank1_energy,0.3696969696969697,0.29305007529282234
equal_per_property,wells,10,train_range_nrmse_p,anomaly_pearson,-0.12727272727272726,0.7260570147627894
equal_per_property,wells,10,train_range_nrmse_p,temporal_spatial_mean_pearson,-0.06666666666666665,0.8548130882487427
equal_per_property,wells,10,train_range_nrmse_p,subspace_cosine_mean_16,0.05454545454545454,0.8810361811618524
equal_per_property,wells,10,train_range_nrmse_p,property_rank1_energy,-0.12727272727272726,0.7260570147627894
equal_per_property,wells,10,train_range_nrmse_so,anomaly_pearson,0.3696969696969697,0.29305007529282234
equal_per_property,wells,10,train_range_nrmse_so,temporal_spatial_mean_pearson,0.4666666666666666,0.17393859716506654
equal_per_property,wells,10,train_range_nrmse_so,subspace_cosine_mean_16,0.16363636363636364,0.6514773427962428
equal_per_property,wells,10,train_range_nrmse_so,property_rank1_energy,0.3696969696969697,0.29305007529282234
equal_per_property,wells,15,anomaly_relative_frobenius_p,anomaly_pearson,0.6484848484848483,0.0425401276844895
equal_per_property,wells,15,anomaly_relative_frobenius_p,temporal_spatial_mean_pearson,0.006060606060606061,0.9867429111949892
equal_per_property,wells,15,anomaly_relative_frobenius_p,subspace_cosine_mean_16,0.5393939393939393,0.1075931877824148
equal_per_property,wells,15,anomaly_relative_frobenius_p,property_rank1_energy,0.6484848484848483,0.0425401276844895
equal_per_property,wells,15,anomaly_relative_frobenius_so,anomaly_pearson,0.18787878787878787,0.6032176100292089
equal_per_property,wells,15,anomaly_relative_frobenius_so,temporal_spatial_mean_pearson,0.2121212121212121,0.5563057751029298
equal_per_property,wells,15,anomaly_relative_frobenius_so,subspace_cosine_mean_16,0.2121212121212121,0.5563057751029298
equal_per_property,wells,15,anomaly_relative_frobenius_so,property_rank1_energy,0.18787878787878787,0.6032176100292089
equal_per_property,wells,15,anomaly_ssim_p,anomaly_pearson,0.01818181818181818,0.9602404181286242
equal_per_property,wells,15,anomaly_ssim_p,temporal_spatial_mean_pearson,-0.0303030303030303,0.9337729580941466
equal_per_property,wells,15,anomaly_ssim_p,subspace_cosine_mean_16,-0.11515151515151514,0.7514196523258484
equal_per_property,wells,15,anomaly_ssim_p,property_rank1_energy,0.01818181818181818,0.9602404181286242
equal_per_property,wells,15,anomaly_ssim_so,anomaly_pearson,0.12727272727272726,0.7260570147627894
equal_per_property,wells,15,anomaly_ssim_so,temporal_spatial_mean_pearson,0.4424242424242424,0.20042268671194216
